1001 47978
511 216 3.0
511 239 27.0
511 288 42.0
511 338 33.0
511 369 19.0
511 395 42.0
511 447 12.0
511 462 50.0
511 476 37.0
511 496 19.0
511 500 27.0
511 501 24.0
511 507 28.0
511 517 41.0
511 541 0.0
511 543 0.0
511 565 11.0
511 620 0.0
511 623 0.0
511 634 41.0
511 636 0.0
511 637 14.0
511 651 25.0
511 652 2.0
511 657 0.0
511 681 0.0
511 695 2.0
511 736 40.0
511 737 35.0
511 791 49.0
511 800 8.0
511 816 46.0
511 856 23.0
511 906 42.0
511 911 11.0
511 917 31.0
511 931 8.0
511 947 9.0
511 949 15.0
511 962 45.0
511 977 47.0
512 14 10.0
512 23 20.0
512 38 6.0
512 50 45.0
512 53 20.0
512 71 47.0
512 98 40.0
512 122 44.0
512 133 15.0
512 157 11.0
512 167 9.0
512 177 4.0
512 220 1.0
512 272 31.0
512 282 0.0
512 305 4.0
512 307 36.0
512 346 37.0
512 348 46.0
512 372 46.0
512 380 9.0
512 395 3.0
512 397 27.0
512 403 21.0
512 404 21.0
512 413 25.0
512 469 5.0
512 502 36.0
512 527 13.0
512 591 21.0
512 605 34.0
512 613 31.0
512 626 35.0
512 644 15.0
512 718 33.0
512 736 34.0
512 741 52.0
512 791 42.0
512 816 33.0
512 880 28.0
512 890 37.0
512 902 6.0
512 921 36.0
512 932 31.0
512 947 18.0
512 948 55.0
512 950 7.0
512 954 3.0
512 971 19.0
512 991 18.0
513 27 5.0
513 28 11.0
513 42 21.0
513 97 6.0
513 135 12.0
513 140 47.0
513 143 14.0
513 147 25.0
513 244 21.0
513 246 31.0
513 250 9.0
513 258 25.0
513 259 12.0
513 293 7.0
513 317 2.0
513 342 41.0
513 374 20.0
513 375 32.0
513 380 47.0
513 393 50.0
513 400 37.0
513 402 18.0
513 406 11.0
513 421 2.0
513 434 23.0
513 437 9.0
513 458 21.0
513 480 19.0
513 544 0.0
513 553 43.0
513 555 3.0
513 568 39.0
513 582 38.0
513 590 45.0
513 620 20.0
513 646 22.0
513 655 43.0
513 658 23.0
513 731 15.0
513 754 45.0
513 762 30.0
513 799 44.0
513 807 1.0
513 832 36.0
513 838 46.0
513 845 46.0
513 854 54.0
513 874 7.0
513 883 12.0
513 888 45.0
513 908 47.0
513 965 52.0
513 982 38.0
513 999 51.0
514 9 43.0
514 13 23.0
514 58 33.0
514 71 42.0
514 79 13.0
514 95 23.0
514 96 40.0
514 116 22.0
514 162 41.0
514 185 7.0
514 196 3.0
514 200 11.0
514 202 0.0
514 207 20.0
514 260 8.0
514 275 33.0
514 305 7.0
514 326 33.0
514 330 27.0
514 358 34.0
514 387 34.0
514 447 31.0
514 476 10.0
514 522 39.0
514 526 22.0
514 535 51.0
514 536 35.0
514 539 34.0
514 542 9.0
514 543 21.0
514 555 21.0
514 578 3.0
514 592 44.0
514 609 33.0
514 625 22.0
514 636 5.0
514 638 38.0
514 643 22.0
514 646 40.0
514 648 35.0
514 696 35.0
514 707 1.0
514 711 8.0
514 715 25.0
514 771 40.0
514 804 44.0
514 807 6.0
514 822 27.0
514 839 28.0
514 861 23.0
514 890 42.0
514 915 25.0
514 975 1.0
515 26 28.0
515 29 29.0
515 39 25.0
515 64 14.0
515 77 3.0
515 135 18.0
515 248 2.0
515 289 0.0
515 298 39.0
515 348 26.0
515 350 18.0
515 353 44.0
515 379 23.0
515 405 18.0
515 413 38.0
515 420 40.0
515 422 33.0
515 423 17.0
515 461 24.0
515 471 32.0
515 475 9.0
515 538 16.0
515 557 27.0
515 573 3.0
515 588 0.0
515 615 23.0
515 628 7.0
515 630 14.0
515 633 8.0
515 637 0.0
515 654 29.0
515 665 7.0
515 729 14.0
515 780 9.0
515 787 0.0
515 792 34.0
515 797 24.0
515 800 39.0
515 845 44.0
515 855 16.0
515 901 36.0
515 941 51.0
515 943 2.0
515 948 20.0
515 978 2.0
515 983 49.0
515 996 9.0
516 17 31.0
516 60 7.0
516 120 38.0
516 155 7.0
516 182 10.0
516 218 23.0
516 224 12.0
516 229 32.0
516 269 35.0
516 286 3.0
516 299 17.0
516 318 32.0
516 322 16.0
516 356 2.0
516 361 38.0
516 372 28.0
516 395 4.0
516 409 34.0
516 425 24.0
516 482 12.0
516 493 4.0
516 501 28.0
516 514 40.0
516 542 26.0
516 579 34.0
516 618 31.0
516 671 26.0
516 673 27.0
516 700 15.0
516 756 36.0
516 776 28.0
516 793 44.0
516 795 27.0
516 798 25.0
516 807 26.0
516 812 43.0
516 820 44.0
516 831 36.0
516 852 11.0
516 912 18.0
516 917 33.0
516 938 2.0
516 956 5.0
516 974 52.0
516 981 26.0
516 992 9.0
517 24 35.0
517 49 10.0
517 101 27.0
517 108 36.0
517 116 8.0
517 122 30.0
517 176 33.0
517 183 39.0
517 197 11.0
517 202 15.0
517 211 0.0
517 212 5.0
517 231 37.0
517 249 13.0
517 331 41.0
517 372 19.0
517 402 42.0
517 426 44.0
517 438 38.0
517 446 11.0
517 456 3.0
517 470 0.0
517 523 23.0
517 585 0.0
517 601 40.0
517 606 3.0
517 619 0.0
517 622 27.0
517 646 4.0
517 700 20.0
517 711 41.0
517 725 0.0
517 778 19.0
517 786 6.0
517 803 7.0
517 823 14.0
517 838 25.0
517 854 51.0
517 870 33.0
517 880 32.0
517 887 0.0
517 888 43.0
517 916 0.0
517 919 34.0
517 931 27.0
517 976 38.0
517 978 2.0
517 1000 6.0
518 39 4.0
518 43 41.0
518 77 19.0
518 79 9.0
518 89 37.0
518 98 24.0
518 106 32.0
518 171 44.0
518 223 10.0
518 250 38.0
518 298 33.0
518 341 5.0
518 353 37.0
518 364 44.0
518 377 23.0
518 394 0.0
518 471 34.0
518 528 33.0
518 561 42.0
518 601 14.0
518 614 19.0
518 615 10.0
518 638 21.0
518 670 27.0
518 701 40.0
518 719 8.0
518 745 13.0
518 753 8.0
518 806 10.0
518 810 43.0
518 831 6.0
518 898 33.0
518 932 44.0
518 951 28.0
519 6 0.0
519 16 49.0
519 21 21.0
519 40 36.0
519 59 9.0
519 68 45.0
519 97 45.0
519 103 2.0
519 119 1.0
519 122 39.0
519 175 11.0
519 180 17.0
519 186 20.0
519 191 50.0
519 230 42.0
519 235 27.0
519 241 34.0
519 272 10.0
519 363 35.0
519 367 45.0
519 373 55.0
519 374 1.0
519 383 5.0
519 405 57.0
519 411 15.0
519 413 6.0
519 436 16.0
519 442 42.0
519 448 11.0
519 449 24.0
519 518 19.0
519 564 31.0
519 569 45.0
519 570 41.0
519 596 47.0
519 598 48.0
519 609 21.0
519 624 34.0
519 658 29.0
519 668 1.0
519 670 10.0
519 679 25.0
519 686 52.0
519 708 15.0
519 729 52.0
519 731 45.0
519 747 5.0
519 750 14.0
519 756 53.0
519 763 54.0
519 773 10.0
519 784 11.0
519 799 41.0
519 812 50.0
519 816 8.0
519 819 16.0
519 878 56.0
519 887 37.0
519 930 48.0
519 983 53.0
519 1000 15.0
520 20 25.0
520 23 40.0
520 72 12.0
520 82 30.0
520 97 30.0
520 101 5.0
520 125 42.0
520 154 16.0
520 172 2.0
520 181 16.0
520 244 40.0
520 292 21.0
520 304 34.0
520 331 2.0
520 365 5.0
520 369 17.0
520 375 22.0
520 381 32.0
520 423 40.0
520 435 19.0
520 458 15.0
520 463 37.0
520 472 45.0
520 481 44.0
520 489 22.0
520 513 21.0
520 543 13.0
520 563 11.0
520 582 51.0
520 597 6.0
520 613 11.0
520 617 48.0
520 626 9.0
520 634 49.0
520 635 46.0
520 656 27.0
520 678 21.0
520 695 33.0
520 708 1.0
520 712 0.0
520 732 53.0
520 756 51.0
520 759 32.0
520 815 29.0
520 819 50.0
520 837 8.0
520 865 49.0
520 887 30.0
520 927 21.0
520 976 52.0
521 7 14.0
521 11 47.0
521 33 37.0
521 40 9.0
521 68 4.0
521 101 19.0
521 118 46.0
521 151 48.0
521 169 10.0
521 220 22.0
521 227 16.0
521 272 26.0
521 277 18.0
521 314 41.0
521 327 13.0
521 340 19.0
521 365 22.0
521 368 7.0
521 371 27.0
521 373 52.0
521 409 31.0
521 412 33.0
521 434 8.0
521 461 38.0
521 462 45.0
521 502 14.0
521 514 48.0
521 555 0.0
521 561 23.0
521 566 37.0
521 587 9.0
521 588 38.0
521 600 34.0
521 604 40.0
521 606 18.0
521 608 48.0
521 621 30.0
521 631 23.0
521 677 49.0
521 686 7.0
521 687 38.0
521 701 31.0
521 707 27.0
521 711 20.0
521 715 24.0
521 738 7.0
521 752 37.0
521 771 50.0
521 818 51.0
521 838 39.0
521 848 12.0
521 876 35.0
521 896 16.0
521 977 3.0
521 979 18.0
521 993 34.0
521 998 48.0
521 999 49.0
522 16 5.0
522 22 3.0
522 23 43.0
522 24 12.0
522 34 21.0
522 65 9.0
522 92 35.0
522 111 43.0
522 135 40.0
522 180 23.0
522 205 46.0
522 223 3.0
522 239 39.0
522 243 13.0
522 255 10.0
522 265 17.0
522 326 16.0
522 333 8.0
522 339 11.0
522 361 29.0
522 365 45.0
522 384 22.0
522 397 1.0
522 415 15.0
522 425 13.0
522 494 40.0
522 536 34.0
522 538 19.0
522 550 0.0
522 564 40.0
522 566 50.0
522 595 45.0
522 617 46.0
522 619 16.0
522 624 46.0
522 663 11.0
522 689 10.0
522 696 10.0
522 732 52.0
522 778 44.0
522 801 22.0
522 887 27.0
522 905 41.0
522 913 48.0
522 923 11.0
522 928 30.0
522 939 45.0
522 999 40.0
523 29 22.0
523 39 31.0
523 74 18.0
523 90 5.0
523 102 0.0
523 110 46.0
523 152 35.0
523 155 28.0
523 189 23.0
523 239 22.0
523 258 28.0
523 265 2.0
523 278 50.0
523 285 26.0
523 290 15.0
523 291 40.0
523 292 20.0
523 301 17.0
523 308 4.0
523 325 27.0
523 328 27.0
523 331 46.0
523 341 6.0
523 346 4.0
523 364 49.0
523 400 34.0
523 402 1.0
523 407 39.0
523 431 6.0
523 456 51.0
523 461 37.0
523 466 42.0
523 475 11.0
523 478 15.0
523 485 54.0
523 526 48.0
523 551 21.0
523 564 42.0
523 601 2.0
523 609 29.0
523 634 5.0
523 674 53.0
523 677 35.0
523 701 40.0
523 707 11.0
523 710 40.0
523 718 23.0
523 763 25.0
523 776 36.0
523 781 38.0
523 808 40.0
523 814 9.0
523 832 34.0
523 851 23.0
523 865 20.0
523 866 31.0
523 914 2.0
523 942 41.0
523 959 33.0
523 966 36.0
523 969 59.0
523 987 54.0
523 990 41.0
523 992 47.0
523 993 8.0
524 9 47.0
524 17 34.0
524 54 1.0
524 61 43.0
524 74 15.0
524 107 38.0
524 148 38.0
524 167 35.0
524 175 31.0
524 195 12.0
524 209 40.0
524 254 11.0
524 288 5.0
524 301 15.0
524 303 6.0
524 311 26.0
524 325 46.0
524 332 35.0
524 334 23.0
524 336 15.0
524 391 46.0
524 418 17.0
524 423 17.0
524 435 40.0
524 459 30.0
524 461 14.0
524 485 39.0
524 512 19.0
524 513 4.0
524 514 52.0
524 521 34.0
524 551 16.0
524 559 5.0
524 561 47.0
524 565 0.0
524 578 0.0
524 612 43.0
524 620 16.0
524 631 28.0
524 659 10.0
524 684 25.0
524 685 41.0
524 690 44.0
524 709 30.0
524 712 39.0
524 731 44.0
524 733 27.0
524 746 46.0
524 766 18.0
524 818 32.0
524 854 51.0
524 891 43.0
524 928 19.0
524 930 22.0
524 943 20.0
524 958 45.0
524 960 30.0
524 973 10.0
524 974 17.0
525 8 32.0
525 17 18.0
525 29 36.0
525 63 19.0
525 107 40.0
525 122 32.0
525 217 48.0
525 322 20.0
525 337 39.0
525 343 11.0
525 347 42.0
525 357 22.0
525 431 12.0
525 433 21.0
525 434 41.0
525 458 0.0
525 467 42.0
525 469 38.0
525 475 0.0
525 504 0.0
525 527 11.0
525 557 43.0
525 637 48.0
525 686 47.0
525 695 40.0
525 773 6.0
525 790 39.0
525 801 16.0
525 873 5.0
525 885 1.0
525 927 34.0
525 944 39.0
525 949 25.0
525 988 11.0
526 7 37.0
526 36 18.0
526 38 8.0
526 41 19.0
526 55 46.0
526 94 41.0
526 121 17.0
526 204 9.0
526 208 11.0
526 230 27.0
526 256 19.0
526 271 16.0
526 279 26.0
526 288 50.0
526 306 6.0
526 308 3.0
526 355 37.0
526 356 9.0
526 357 25.0
526 420 21.0
526 437 13.0
526 499 51.0
526 503 15.0
526 517 15.0
526 553 0.0
526 589 2.0
526 610 12.0
526 615 44.0
526 680 10.0
526 690 11.0
526 699 9.0
526 701 34.0
526 704 34.0
526 755 49.0
526 789 3.0
526 840 2.0
526 856 44.0
526 857 50.0
526 862 23.0
526 873 14.0
526 874 4.0
526 885 44.0
526 890 14.0
526 913 41.0
526 934 8.0
526 941 33.0
526 947 53.0
527 15 41.0
527 50 5.0
527 55 29.0
527 63 35.0
527 96 5.0
527 116 11.0
527 132 41.0
527 140 5.0
527 143 0.0
527 174 37.0
527 176 41.0
527 196 14.0
527 218 19.0
527 266 8.0
527 349 30.0
527 367 31.0
527 393 36.0
527 395 21.0
527 420 42.0
527 431 17.0
527 451 22.0
527 471 9.0
527 517 3.0
527 522 20.0
527 538 6.0
527 543 2.0
527 548 0.0
527 552 6.0
527 581 29.0
527 585 25.0
527 594 11.0
527 613 3.0
527 619 3.0
527 638 12.0
527 653 47.0
527 659 10.0
527 691 28.0
527 692 25.0
527 697 23.0
527 728 25.0
527 732 53.0
527 761 0.0
527 775 26.0
527 808 19.0
527 820 28.0
527 828 29.0
527 832 7.0
527 843 25.0
527 864 26.0
527 866 55.0
527 893 2.0
527 895 9.0
527 902 28.0
527 980 18.0
527 981 35.0
527 987 37.0
528 16 13.0
528 63 31.0
528 90 45.0
528 92 30.0
528 110 16.0
528 121 8.0
528 176 0.0
528 199 50.0
528 301 16.0
528 304 9.0
528 329 18.0
528 338 57.0
528 341 8.0
528 347 14.0
528 357 31.0
528 384 47.0
528 433 37.0
528 486 57.0
528 519 38.0
528 549 15.0
528 568 27.0
528 574 23.0
528 619 25.0
528 624 13.0
528 649 54.0
528 661 33.0
528 662 36.0
528 727 58.0
528 757 8.0
528 787 55.0
528 820 15.0
528 828 37.0
528 835 21.0
528 839 40.0
528 840 37.0
528 863 11.0
528 864 16.0
528 893 57.0
528 955 15.0
528 973 45.0
528 974 63.0
528 986 33.0
529 16 41.0
529 33 37.0
529 54 9.0
529 59 5.0
529 84 20.0
529 96 2.0
529 153 2.0
529 158 25.0
529 208 42.0
529 237 31.0
529 273 33.0
529 278 32.0
529 307 33.0
529 315 13.0
529 318 3.0
529 380 38.0
529 385 21.0
529 454 52.0
529 477 3.0
529 491 1.0
529 522 6.0
529 526 44.0
529 531 45.0
529 550 21.0
529 555 45.0
529 562 7.0
529 574 24.0
529 666 3.0
529 683 27.0
529 686 43.0
529 710 33.0
529 742 17.0
529 774 38.0
529 818 36.0
529 827 37.0
529 851 36.0
529 865 50.0
529 903 8.0
529 907 11.0
529 935 27.0
529 941 32.0
529 954 42.0
529 955 46.0
529 960 4.0
529 997 27.0
530 61 1.0
530 100 22.0
530 159 18.0
530 161 34.0
530 183 36.0
530 213 40.0
530 226 16.0
530 232 0.0
530 236 35.0
530 244 23.0
530 265 39.0
530 283 28.0
530 299 0.0
530 326 0.0
530 344 29.0
530 347 1.0
530 391 44.0
530 409 7.0
530 416 32.0
530 417 34.0
530 436 43.0
530 443 39.0
530 451 6.0
530 458 7.0
530 468 0.0
530 500 33.0
530 508 30.0
530 561 51.0
530 580 45.0
530 597 35.0
530 602 43.0
530 617 17.0
530 652 32.0
530 665 6.0
530 670 0.0
530 686 4.0
530 692 40.0
530 726 34.0
530 730 9.0
530 775 5.0
530 784 47.0
530 788 18.0
530 818 47.0
530 832 20.0
530 846 45.0
530 857 49.0
530 858 13.0
530 861 35.0
530 869 47.0
530 890 30.0
530 891 1.0
530 895 21.0
530 910 24.0
530 927 51.0
530 964 55.0
530 978 7.0
531 23 20.0
531 24 18.0
531 99 28.0
531 101 36.0
531 106 1.0
531 171 6.0
531 172 31.0
531 204 40.0
531 228 37.0
531 300 38.0
531 329 0.0
531 338 12.0
531 342 1.0
531 353 17.0
531 385 35.0
531 408 20.0
531 433 0.0
531 434 1.0
531 450 25.0
531 480 37.0
531 503 17.0
531 510 17.0
531 539 47.0
531 602 45.0
531 609 9.0
531 630 35.0
531 662 15.0
531 704 27.0
531 718 7.0
531 745 10.0
531 781 17.0
531 835 32.0
531 849 18.0
531 856 5.0
531 917 8.0
531 936 32.0
531 945 46.0
531 947 36.0
531 963 30.0
531 989 42.0
531 999 33.0
532 3 15.0
532 50 37.0
532 51 6.0
532 52 20.0
532 53 7.0
532 66 46.0
532 99 46.0
532 123 3.0
532 137 9.0
532 151 24.0
532 174 0.0
532 233 37.0
532 255 6.0
532 258 43.0
532 262 26.0
532 266 39.0
532 291 9.0
532 292 54.0
532 295 4.0
532 307 6.0
532 312 0.0
532 354 44.0
532 371 54.0
532 411 24.0
532 441 49.0
532 457 37.0
532 481 12.0
532 485 40.0
532 502 1.0
532 503 12.0
532 558 35.0
532 568 20.0
532 572 34.0
532 612 22.0
532 613 28.0
532 619 15.0
532 621 32.0
532 624 16.0
532 641 47.0
532 643 18.0
532 655 34.0
532 665 52.0
532 671 26.0
532 694 22.0
532 702 9.0
532 710 12.0
532 722 42.0
532 730 24.0
532 778 39.0
532 784 13.0
532 863 50.0
532 864 7.0
532 876 45.0
532 886 38.0
532 931 23.0
532 935 10.0
532 939 18.0
532 983 32.0
533 46 29.0
533 58 1.0
533 70 39.0
533 84 49.0
533 104 27.0
533 138 15.0
533 141 35.0
533 152 48.0
533 159 11.0
533 173 31.0
533 178 0.0
533 185 34.0
533 227 20.0
533 236 24.0
533 254 45.0
533 267 24.0
533 390 50.0
533 421 11.0
533 426 1.0
533 468 40.0
533 483 19.0
533 496 28.0
533 542 31.0
533 564 18.0
533 619 41.0
533 621 21.0
533 639 7.0
533 652 35.0
533 669 6.0
533 687 42.0
533 696 3.0
533 724 28.0
533 726 27.0
533 732 23.0
533 750 31.0
533 766 24.0
533 802 51.0
533 814 26.0
533 823 21.0
533 826 5.0
533 828 17.0
533 837 21.0
533 845 5.0
533 880 14.0
533 904 50.0
533 926 43.0
533 932 40.0
533 967 51.0
533 995 55.0
534 66 22.0
534 74 34.0
534 99 7.0
534 118 29.0
534 122 29.0
534 172 18.0
534 193 26.0
534 216 15.0
534 272 33.0
534 318 2.0
534 324 27.0
534 459 11.0
534 461 4.0
534 491 9.0
534 505 9.0
534 513 2.0
534 514 17.0
534 516 19.0
534 525 22.0
534 529 2.0
534 563 23.0
534 593 29.0
534 609 24.0
534 613 18.0
534 682 46.0
534 695 12.0
534 701 8.0
534 703 15.0
534 705 0.0
534 739 0.0
534 777 37.0
534 794 0.0
534 803 28.0
534 804 25.0
534 836 33.0
534 860 38.0
534 890 7.0
534 917 44.0
534 929 11.0
534 949 30.0
534 954 47.0
534 960 32.0
534 961 1.0
535 5 21.0
535 23 23.0
535 33 10.0
535 37 40.0
535 80 9.0
535 82 41.0
535 85 18.0
535 118 36.0
535 135 4.0
535 138 2.0
535 142 4.0
535 198 26.0
535 240 20.0
535 265 44.0
535 268 25.0
535 282 4.0
535 297 43.0
535 311 16.0
535 322 19.0
535 329 19.0
535 351 24.0
535 393 11.0
535 405 12.0
535 516 42.0
535 568 7.0
535 572 30.0
535 587 21.0
535 610 21.0
535 617 11.0
535 669 14.0
535 690 33.0
535 707 10.0
535 724 38.0
535 727 34.0
535 754 43.0
535 764 33.0
535 792 10.0
535 795 13.0
535 800 5.0
535 856 29.0
535 868 33.0
535 899 6.0
535 914 26.0
535 925 21.0
535 939 38.0
535 960 39.0
535 963 16.0
536 1 24.0
536 9 21.0
536 14 14.0
536 38 6.0
536 59 29.0
536 63 32.0
536 82 38.0
536 161 12.0
536 223 44.0
536 225 38.0
536 237 45.0
536 239 33.0
536 244 48.0
536 255 13.0
536 292 8.0
536 309 6.0
536 329 27.0
536 363 29.0
536 382 18.0
536 393 25.0
536 460 5.0
536 463 10.0
536 471 8.0
536 474 6.0
536 496 23.0
536 513 33.0
536 546 16.0
536 567 28.0
536 600 20.0
536 606 47.0
536 614 33.0
536 627 6.0
536 646 10.0
536 668 39.0
536 669 45.0
536 683 3.0
536 684 8.0
536 703 49.0
536 733 50.0
536 734 37.0
536 778 42.0
536 786 42.0
536 800 41.0
536 829 14.0
536 845 45.0
536 850 54.0
536 876 29.0
536 881 40.0
536 891 40.0
536 894 47.0
536 897 42.0
536 905 33.0
536 948 29.0
537 10 22.0
537 24 10.0
537 32 48.0
537 38 18.0
537 42 11.0
537 76 36.0
537 127 1.0
537 135 51.0
537 146 14.0
537 174 5.0
537 181 30.0
537 217 19.0
537 227 4.0
537 254 51.0
537 293 25.0
537 322 47.0
537 327 43.0
537 341 10.0
537 389 41.0
537 393 14.0
537 398 11.0
537 419 16.0
537 422 17.0
537 424 10.0
537 441 49.0
537 454 20.0
537 465 13.0
537 471 43.0
537 486 3.0
537 488 42.0
537 495 9.0
537 499 26.0
537 507 7.0
537 526 27.0
537 561 38.0
537 568 6.0
537 571 28.0
537 624 32.0
537 628 14.0
537 642 25.0
537 644 22.0
537 731 44.0
537 749 47.0
537 782 1.0
537 825 22.0
537 864 55.0
537 932 46.0
537 943 3.0
537 997 39.0
538 11 18.0
538 41 35.0
538 57 19.0
538 58 34.0
538 63 24.0
538 106 45.0
538 127 0.0
538 128 8.0
538 131 26.0
538 143 2.0
538 154 41.0
538 181 16.0
538 198 5.0
538 205 30.0
538 314 15.0
538 334 41.0
538 351 11.0
538 353 5.0
538 355 41.0
538 362 21.0
538 371 43.0
538 378 4.0
538 407 46.0
538 428 6.0
538 429 38.0
538 468 18.0
538 518 45.0
538 540 37.0
538 553 27.0
538 557 32.0
538 594 44.0
538 611 40.0
538 616 8.0
538 679 13.0
538 726 52.0
538 749 0.0
538 763 45.0
538 770 49.0
538 775 18.0
538 811 16.0
538 877 49.0
538 917 22.0
538 926 30.0
538 928 34.0
538 945 40.0
539 9 10.0
539 22 32.0
539 32 46.0
539 64 25.0
539 69 36.0
539 150 37.0
539 177 20.0
539 188 33.0
539 195 46.0
539 196 18.0
539 236 34.0
539 247 10.0
539 260 33.0
539 329 39.0
539 396 17.0
539 405 2.0
539 423 43.0
539 433 22.0
539 449 0.0
539 454 35.0
539 528 34.0
539 546 0.0
539 550 4.0
539 563 40.0
539 580 2.0
539 600 25.0
539 618 15.0
539 633 43.0
539 670 23.0
539 745 43.0
539 749 30.0
539 757 17.0
539 793 45.0
539 819 10.0
539 842 1.0
539 858 21.0
539 907 29.0
539 910 43.0
539 915 22.0
539 942 34.0
539 991 37.0
540 1 43.0
540 14 34.0
540 17 41.0
540 96 36.0
540 145 1.0
540 148 5.0
540 165 22.0
540 183 9.0
540 208 44.0
540 216 0.0
540 235 16.0
540 239 6.0
540 315 33.0
540 320 33.0
540 355 26.0
540 378 44.0
540 412 2.0
540 417 16.0
540 436 12.0
540 483 14.0
540 499 5.0
540 504 37.0
540 532 2.0
540 572 34.0
540 580 11.0
540 622 37.0
540 625 25.0
540 648 49.0
540 668 22.0
540 681 3.0
540 683 37.0
540 688 22.0
540 702 38.0
540 718 17.0
540 741 10.0
540 797 25.0
540 802 7.0
540 803 13.0
540 816 4.0
540 820 27.0
540 854 6.0
540 856 17.0
540 861 32.0
540 869 19.0
540 872 9.0
540 884 50.0
540 896 0.0
540 932 9.0
540 998 24.0
541 23 35.0
541 72 5.0
541 89 42.0
541 157 21.0
541 162 17.0
541 169 24.0
541 199 23.0
541 220 25.0
541 241 26.0
541 303 29.0
541 342 20.0
541 358 3.0
541 362 6.0
541 417 21.0
541 448 24.0
541 471 37.0
541 496 34.0
541 529 16.0
541 532 42.0
541 533 39.0
541 559 12.0
541 611 39.0
541 613 42.0
541 644 0.0
541 656 42.0
541 661 0.0
541 672 0.0
541 705 5.0
541 755 18.0
541 760 42.0
541 767 1.0
541 775 2.0
541 780 15.0
541 814 27.0
541 818 42.0
541 862 33.0
541 864 43.0
541 875 36.0
541 908 34.0
541 911 20.0
541 925 5.0
541 940 3.0
541 949 11.0
541 956 46.0
541 966 6.0
541 976 40.0
542 8 26.0
542 11 18.0
542 12 5.0
542 27 12.0
542 44 35.0
542 50 39.0
542 77 8.0
542 78 28.0
542 101 26.0
542 122 0.0
542 130 41.0
542 161 17.0
542 163 46.0
542 176 38.0
542 188 10.0
542 207 7.0
542 216 38.0
542 227 8.0
542 241 32.0
542 244 13.0
542 255 28.0
542 311 7.0
542 319 36.0
542 330 15.0
542 364 24.0
542 365 43.0
542 366 37.0
542 399 24.0
542 415 31.0
542 424 39.0
542 434 18.0
542 447 25.0
542 448 5.0
542 476 49.0
542 517 7.0
542 553 17.0
542 575 8.0
542 685 43.0
542 691 51.0
542 706 30.0
542 722 6.0
542 734 7.0
542 769 46.0
542 773 48.0
542 788 39.0
542 806 12.0
542 816 38.0
542 851 39.0
542 890 47.0
542 913 47.0
542 925 30.0
542 962 6.0
543 24 41.0
543 27 0.0
543 46 36.0
543 53 2.0
543 79 13.0
543 87 12.0
543 92 31.0
543 170 12.0
543 187 11.0
543 195 0.0
543 199 18.0
543 282 8.0
543 290 35.0
543 316 13.0
543 330 42.0
543 353 14.0
543 371 35.0
543 374 37.0
543 380 15.0
543 383 36.0
543 385 41.0
543 396 29.0
543 413 18.0
543 448 9.0
543 454 35.0
543 476 15.0
543 547 36.0
543 555 31.0
543 563 0.0
543 579 19.0
543 643 44.0
543 663 28.0
543 693 0.0
543 704 44.0
543 738 30.0
543 752 35.0
543 772 20.0
543 773 0.0
543 794 24.0
543 833 31.0
543 853 1.0
543 858 50.0
543 862 4.0
543 890 46.0
543 896 30.0
543 969 7.0
543 979 31.0
543 1000 13.0
544 80 46.0
544 93 28.0
544 101 36.0
544 166 27.0
544 193 41.0
544 200 11.0
544 209 42.0
544 210 44.0
544 216 27.0
544 259 39.0
544 261 0.0
544 296 0.0
544 300 35.0
544 362 8.0
544 404 30.0
544 409 39.0
544 440 17.0
544 458 31.0
544 490 18.0
544 524 34.0
544 582 0.0
544 617 39.0
544 619 5.0
544 638 1.0
544 639 48.0
544 649 35.0
544 661 1.0
544 716 23.0
544 723 29.0
544 730 28.0
544 739 5.0
544 754 30.0
544 780 15.0
544 793 38.0
544 806 53.0
544 807 31.0
544 831 5.0
544 863 54.0
544 881 17.0
544 889 2.0
544 904 58.0
544 913 26.0
545 74 23.0
545 116 34.0
545 142 11.0
545 143 28.0
545 151 2.0
545 157 46.0
545 163 25.0
545 174 41.0
545 190 18.0
545 215 35.0
545 219 8.0
545 236 43.0
545 247 5.0
545 298 0.0
545 323 2.0
545 364 29.0
545 377 10.0
545 382 19.0
545 383 43.0
545 415 1.0
545 417 37.0
545 468 29.0
545 481 29.0
545 507 47.0
545 529 7.0
545 536 10.0
545 568 4.0
545 587 37.0
545 615 36.0
545 649 41.0
545 682 22.0
545 694 21.0
545 701 19.0
545 723 0.0
545 742 49.0
545 758 24.0
545 766 9.0
545 775 39.0
545 780 25.0
545 859 37.0
545 871 2.0
545 872 42.0
545 902 23.0
545 917 25.0
545 918 23.0
545 920 1.0
545 935 43.0
545 961 23.0
545 966 50.0
545 992 18.0
546 10 8.0
546 35 8.0
546 78 28.0
546 85 32.0
546 92 35.0
546 207 34.0
546 211 25.0
546 213 25.0
546 225 13.0
546 266 24.0
546 320 32.0
546 333 33.0
546 354 25.0
546 361 12.0
546 384 13.0
546 416 20.0
546 475 21.0
546 496 12.0
546 531 36.0
546 548 27.0
546 556 6.0
546 575 41.0
546 580 0.0
546 632 42.0
546 641 16.0
546 667 29.0
546 675 11.0
546 728 30.0
546 736 48.0
546 779 0.0
546 818 29.0
546 844 28.0
546 847 19.0
546 849 37.0
546 854 8.0
546 878 11.0
546 906 39.0
546 921 4.0
546 923 19.0
546 943 0.0
546 951 41.0
